place,author,rating,review
Uclub Bugis Junction Co-Working Space Singapore,,5,"Amazing experience, will come again!"
Workbuddy,Shujaat Ali,5,workbuddy a changé la donne pour moi ! J'utilise l'application workbuddy depuis deux ans et l'expérience a été tout simplement incroyable. …
Workbuddy,Karan Monga,5,"Passer des cafés aux espaces de travail entre collègues a fait une énorme différence dans ma productivité. L'environnement calme et professionnel est parfait pour aborder des projets privés sans distractions. De plus, le Wi-Fi rapide, les …"
Workbuddy,Mohan Belani,5,L'équipe de Workbuddy est composée d'un groupe de personnes dévouées et travailleuses qui feront tout leur possible pour garantir que les membres sont bien soutenus et que leurs besoins sont satisfaits. Ils disposent d'un grand choix d'espaces qui font du travail flexible un rêve.
The Working Capitol,,5,"Amazing experience, will come again!"
The Working Capitol,,3,"Decent, but not memorable."
Justco – 120 Robinson Road Coworking & Office Space,,4,"Great experience, but a few minor issues."
Justco – 120 Robinson Road Coworking & Office Space,,3,"It was okay, nothing special."
Justco – 120 Robinson Road Coworking & Office Space,,5,Absolutely loved it!
One&Co,,5,"Fantastic place, highly recommended!"
One&Co,,5,"Amazing experience, will come again!"
The Hive Carpenter,,5,"Fantastic place, highly recommended!"
The Hive Carpenter,,5,"Amazing experience, will come again!"
Wework - Office Space & Coworking,Yitch (Yitch),4,"Trop de portes. Mais la bière coûte 10 à 10, donc c'est un plus.

Le garde-manger au niveau 5 offre une belle vue pour le déjeuner. Les toilettes …"
Wework - Office Space & Coworking,Lee Mun Tai,2,"Espace commun agréable et spacieux, mais places assises plutôt limitées. Le garde-manger était très décevant, avec de nombreux appareils hors service et c'est sale. Des taches de lait et de café, certaines coulant même sur les portes du refroidisseur."
Wework - Office Space & Coworking,xinlin tan,1,Sérieusement dégoûtant. Les toilettes sont humides et sales et la poubelle déborde constamment. Les tasses ne sont pas correctement lavées. J'ai pris quelques tasses sur l'étagère du garde-manger aujourd'hui et l'une avait des taches de …
Vertical Space,,4,"Very enjoyable, will return!"
Vertical Space,,5,"Amazing experience, will come again!"
O2Work,Allison Saradetch,3,"C'est formidable de venir travailler près de chez moi. Profitez du calme et de la climatisation, surtout pendant cette période chaude et humide ! L'endroit est agréable et aéré et beaucoup de lumière naturelle entre puisque les murs sont …"
Library@Chinatown,,5,Absolutely loved it!
Library@Chinatown,,4,"Great experience, but a few minor issues."
Library@Harbourfront,,5,"Fantastic place, highly recommended!"
Library@Harbourfront,,5,"Amazing experience, will come again!"
Library@Harbourfront,,4,"Very enjoyable, will return!"
Toa Payoh Public Library,,5,"Fantastic place, highly recommended!"
Toa Payoh Public Library,,1,Worst place I’ve been to.
Toa Payoh Public Library,,5,"Amazing experience, will come again!"
Ang Mo Kio Public Library,,5,Perfect service and atmosphere!
Ang Mo Kio Public Library,,1,Not worth it at all!
Ang Mo Kio Public Library,,3,"It was okay, nothing special."
Clementi Public Library,,2,"Not great, but not terrible."
Clementi Public Library,,2,A bit disappointing.
Clementi Public Library,,5,"Amazing experience, will come again!"
Serangoon Public Library,,5,"Fantastic place, highly recommended!"
Serangoon Public Library,,3,"Decent, but not memorable."
Serangoon Public Library,,5,Perfect service and atmosphere!
Yishun Public Library,,5,"Fantastic place, highly recommended!"
Yishun Public Library,,5,Perfect service and atmosphere!
Yishun Public Library,,1,Worst place I’ve been to.
Pasir Ris Public Library,,5,Absolutely loved it!
Pasir Ris Public Library,,5,Perfect service and atmosphere!
Geylang East Public Library,,5,"Amazing experience, will come again!"
Geylang East Public Library,,5,"Fantastic place, highly recommended!"
Geylang East Public Library,,2,"Service was slow, but the food was okay."
Sembawang Public Library,,5,"Amazing experience, will come again!"
Sembawang Public Library,,5,"Fantastic place, highly recommended!"
